KO	ID	KCLASS	KPATH	EC	NAME
K00489	CYP7A1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.14.13.17	cytochrome P450, family 7, subfamily A (cholesterol 7alpha-monooxygenase)
K07431	CYP8B	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.14.13.95	cytochrome P450, family 8, subfamily B (sterol 12-alpha-hydroxylase)
K08536	NR1H3	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	liver X receptor alpha
K00488	CYP27A	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.14.13.15	cytochrome P450, family 27, subfamily A (cholestanetriol 26-monooxygenase)
K08762	DBI	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	diazepam-binding inhibitor (GABA receptor modulator, acyl-CoA-binding protein)
K01059	LPL	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	3.1.1.34	lipoprotein lipase
K01897	ACSL	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	6.2.1.3	long-chain acyl-CoA synthetase
K15013	ACSBG	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	6.2.1.3	long-chain-fatty-acid--CoA ligase ACSBG
K08763	OLR1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	oxidised low-density lipoprotein receptor 1
K07514	EHHADH	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	4.2.1.17	enoyl-CoA hydratase / 3-hydroxyacyl-CoA dehydrogenase / 3,2-trans-enoyl-CoA isomerase
K07425	CYP4A	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.14.15.3	cytochrome P450, family 4, subfamily A
K07513	ACAA1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.3.1.16	acetyl-CoA acyltransferase 1
K08764	SCP2	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.3.1.176	sterol carrier protein 2
K00232	E1.3.3.6	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.3.3.6	acyl-CoA oxidase
K10214	ACOX2	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.17.99.3	3alpha,7alpha,12alpha-trihydroxy-5beta-cholestanoyl-CoA 24-hydroxylase
K08765	CPT1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.3.1.21	carnitine O-palmitoyltransferase 1
K08766	CPT2	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.3.1.21	carnitine O-palmitoyltransferase 2
K00255	ACADL	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.3.8.8	long-chain-acyl-CoA dehydrogenase
K00249	ACADM	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	1.3.8.7	acyl-CoA dehydrogenase
K08767	ANGPTL4	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	angiopoietin-like 4
K06086	SORBS1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	sorbin and SH3 domain containing 1
K08768	PLIN	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	perilipin
K07296	ACDC	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	adiponectin
K01388	MMP1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	3.4.24.7	matrix metalloproteinase-1 (interstitial collagenase)
K08769	UCP1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	solute carrier family 25 (mitochondrial uncoupling protein), member 7
K06272	ILK	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.7.11.1	integrin-linked kinase
K06276	PDPK1	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.7.11.1	3-phosphoinositide dependent protein kinase-1
K08770	UBC	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	ubiquitin C
K01596	E4.1.1.32	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	4.1.1.32	phosphoenolpyruvate carboxykinase (GTP)
K00864	E2.7.1.30	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	2.7.1.30	glycerol kinase
K08771	AQP7	Organismal-Systems	Endocrine-system	PPAR-signaling-pathway	NA	aquaporin-7
K05252	GNRH	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	gonadotropin-releasing hormone
K04280	GNRHR	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	gonadotropin-releasing hormone receptor
K04632	GNAS	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	guanine nucleotide-binding protein G(s) subunit alpha
K08041	ADCY1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 1
K08042	ADCY2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 2
K08043	ADCY3	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 3
K08044	ADCY4	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 4
K08045	ADCY5	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 5
K08046	ADCY6	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 6
K08047	ADCY7	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 7
K08048	ADCY8	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 8
K08049	ADCY9	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	4.6.1.1	adenylate cyclase 9
K04345	PKA	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.11	protein kinase A
K04374	ATF4	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	cyclic AMP-dependent transcription factor ATF-4
K04634	GNAQ	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	guanine nucleotide-binding protein G(q) subunit alpha
K04635	GNA11	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	guanine nucleotide-binding protein subunit alpha-11
K05858	PLCB	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	3.1.4.11	phosphatidylinositol phospholipase C, beta
K04958	ITPR1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 1
K04959	ITPR2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 2
K04960	ITPR3	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 3
K02183	CALM	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	calmodulin
K04515	CAMK2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.17	calcium/calmodulin-dependent protein kinase (CaM kinase) II
K04850	CACNA1C	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	voltage-dependent calcium channel L type alpha-1C
K04851	CACNA1D	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	voltage-dependent calcium channel L type alpha-1D
K04853	CACNA1F	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	voltage-dependent calcium channel L type alpha-1F
K04857	CACNA1S	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	voltage-dependent calcium channel L type alpha-1S
K04416	MAP3K1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 1
K04420	MAP3K2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 2
K04421	MAP3K3	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 3
K04428	MAP3K4	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.25	mitogen-activated protein kinase kinase kinase 4
K04432	MAP2K3	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 3
K04433	MAP2K6	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 6
K04441	P38	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.24	p38 MAP kinase
K04464	MAPK7	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.24	mitogen-activated protein kinase 7
K16342	PLA2G4	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	3.1.1.4	cytosolic phospholipase A2
K01115	PLD1_2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	3.1.4.4	phospholipase D1/2
K05704	SRC	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.10.2	tyrosine-protein kinase Src
K04393	CDC42	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	cell division control protein 42
K04430	MAP2K4	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 4
K04431	MAP2K7	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 7
K04440	JNK	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.24	c-Jun N-terminal kinase
K04448	JUN	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	transcription factor AP-1
K08521	LHB	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	luteinizing hormone beta polypeptide
K08522	CGA	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	glycoprotein hormones, alpha polypeptide
K05250	FSH	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	follicle stimulating hormone
K05871	PTK2B	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.10.2	focal adhesion kinase 2
K01398	MMP2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	3.4.24.24	matrix metalloproteinase-2 (gelatinase A)
K07763	MMP14	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	3.4.24.80	matrix metalloproteinase-14 (membrane-inserted)
K08523	HBEGF	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	heparin-binding EGF-like growth factor
K04361	EGFR	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.10.1	epidermal growth factor receptor
K04364	GRB2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	growth factor receptor-binding protein 2
K03099	SOS	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	son of sevenless
K02833	HRAS	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	GTPase HRas
K07827	KRAS	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	GTPase KRas
K07828	NRAS	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	GTPase NRas
K04366	RAF1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.1	RAF proto-oncogene serine/threonine-protein kinase
K04368	MAP2K1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 1
K04369	MAP2K2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 2
K04371	ERK1_2	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	2.7.11.24	extracellular signal-regulated kinase 1/2
K04375	ELK1	Organismal-Systems	Endocrine-system	GnRH-signaling-pathway	NA	ETS domain-containing protein Elk-1
K08522	CGA	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	glycoprotein hormones, alpha polypeptide
K08521	LHB	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	luteinizing hormone beta polypeptide
K04248	LHCGR	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	luteinizing hormone/choriogonadotropin receptor
K04632	GNAS	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	guanine nucleotide-binding protein G(s) subunit alpha
K08041	ADCY1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 1
K08042	ADCY2	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 2
K08043	ADCY3	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 3
K08044	ADCY4	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 4
K08045	ADCY5	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 5
K08046	ADCY6	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 6
K08047	ADCY7	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 7
K08048	ADCY8	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 8
K08049	ADCY9	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	4.6.1.1	adenylate cyclase 9
K04345	PKA	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	2.7.11.11	protein kinase A
K16342	PLA2G4	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	3.1.1.4	cytosolic phospholipase A2
K00461	ALOX5	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.13.11.34	arachidonate 5-lipoxygenase
K07418	CYP2J	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.14.1	cytochrome P450, family 2, subfamily J
K11987	PTGS2	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.99.1	prostaglandin-endoperoxide synthase 2
K04526	INS	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	insulin
K04527	INSR	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	2.7.10.1	insulin receptor
K05459	IGF1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	insulin-like growth factor 1
K05087	IGF1R	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	2.7.10.1	insulin-like growth factor 1 receptor
K12473	LDLR	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	low-density lipoprotein receptor
K13885	SCARB1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	scavenger receptor class B, member 1
K16931	STAR	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	steroidogenic acute regulatory protein, mitochondrial
K00498	CYP11A	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.15.6	cytochrome P450, family 11, subfamily A (cholesterol monooxygenase (side-chain-cleaving))
K00512	CYP17	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.99.9	cytochrome P450, family 17, subfamily A (steroid 17alpha-monooxygenase)
K00044	HSD17B1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.1.1.62	17beta-estradiol 17-dehydrogenase
K13368	HSD17B2	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.1.1.62	17beta-estradiol 17-dehydrogenase / 3alpha(17beta)-hydroxysteroid dehydrogenase (NAD+)
K04119	AKR1C3	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.1.1.64	aldo-keto reductase family 1 member C3
K13373	HSD17B7	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.1.1.62	17beta-estradiol 17-dehydrogenase / 3beta-hydroxysteroid 3-dehydrogenase
K00070	HSD3B	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.1.1.145	3beta-hydroxy-delta5-steroid dehydrogenase / steroid delta-isomerase
K05250	FSH	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	follicle stimulating hormone
K04247	FSHR	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	follicle stimulating hormone receptor
K07434	CYP19A	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.14.1	cytochrome P450, family 19, subfamily A
K07410	CYP1B1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.14.1	cytochrome P450, family 1, subfamily B, polypeptide 1
K07408	CYP1A1	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	1.14.14.1	cytochrome P450, family 1, subfamily A, polypeptide 1
K05498	GDF9_9B	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	growth differentiation factor 9/9B
K16620	BMP6	Organismal-Systems	Endocrine-system	Ovarian-Steroidogenesis	NA	bone morphogenetic protein 6
K08550	NR3A1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	estrogen receptor alpha
K08551	NR3A2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	estrogen receptor beta
K04079	htpG	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	molecular chaperone HtpG
K09487	HSP90B	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	heat shock protein 90kDa beta
K09571	FKBP4_5	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	5.2.1.8	FK506-binding protein 4/5
K03283	HSPA1_8	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	heat shock 70kDa protein 1/8
K04379	FOS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	proto-oncogene protein c-fos
K04448	JUN	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	transcription factor AP-1
K04684	SP1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	transcription factor Sp1
K04246	GPR30	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	G protein-coupled receptor 30
K04632	GNAS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	guanine nucleotide-binding protein G(s) subunit alpha
K05704	SRC	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.10.2	tyrosine-protein kinase Src
K01398	MMP2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	3.4.24.24	matrix metalloproteinase-2 (gelatinase A)
K01403	MMP9	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	3.4.24.35	matrix metalloproteinase-9 (gelatinase B)
K08523	HBEGF	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	heparin-binding EGF-like growth factor
K08041	ADCY1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 1
K08042	ADCY2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 2
K08043	ADCY3	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 3
K08044	ADCY4	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 4
K08045	ADCY5	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 5
K08046	ADCY6	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 6
K08047	ADCY7	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 7
K08048	ADCY8	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 8
K08049	ADCY9	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	4.6.1.1	adenylate cyclase 9
K04345	PKA	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.11.11	protein kinase A
K05870	CREB1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-responsive element-binding protein 1
K04450	ATF2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-dependent transcription factor ATF-2
K04374	ATF4	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-dependent transcription factor ATF-4
K09048	CREB3	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-responsive element-binding protein 3
K09047	CREB5	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-responsive element-binding protein 5
K09049	ATF6B	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	cyclic AMP-dependent transcription factor ATF-6 beta
K04361	EGFR	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.10.1	epidermal growth factor receptor
K06279	SHC	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	src homology 2 domain-containing transforming protein C
K04364	GRB2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	growth factor receptor-binding protein 2
K03099	SOS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	son of sevenless
K02833	HRAS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	GTPase HRas
K07827	KRAS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	GTPase KRas
K07828	NRAS	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	GTPase NRas
K04366	RAF1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.11.1	RAF proto-oncogene serine/threonine-protein kinase
K04368	MAP2K1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 1
K04369	MAP2K2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.12.2	mitogen-activated protein kinase kinase 2
K04371	ERK1_2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.11.24	extracellular signal-regulated kinase 1/2
K00922	PIK3C	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.1.153	phosphatidylinositol-4,5-bisphosphate 3-kinase
K02649	PIK3R	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	phosphoinositide-3-kinase, regulatory subunit
K04456	AKT	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	2.7.11.1	RAC serine/threonine-protein kinase
K04615	GABBR	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	gamma-aminobutyric acid type B receptor
K04630	GNAI	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	guanine nucleotide-binding protein G(i) subunit alpha
K04534	GNAO	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	guanine nucleotide-binding protein G(o) subunit alpha
K04997	KCNJ3	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	potassium inwardly-rectifying channel subfamily J member 3
K05000	KCNJ6	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	potassium inwardly-rectifying channel subfamily J member 6
K05002	KCNJ9	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	potassium inwardly-rectifying channel subfamily J member 9
K04999	KCNJ5	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	potassium inwardly-rectifying channel subfamily J member 5
K04215	OPRM1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	mu-type opioid receptor
K04634	GNAQ	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	guanine nucleotide-binding protein G(q) subunit alpha
K05858	PLCB	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	3.1.4.11	phosphatidylinositol phospholipase C, beta
K04958	ITPR1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 1
K04959	ITPR2	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 2
K04960	ITPR3	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	inositol 1,4,5-triphosphate receptor type 3
K02183	CALM	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	calmodulin
K13242	NOS3	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	1.14.13.39	nitric-oxide synthase, endothelial
K04603	GRM1	Organismal-Systems	Endocrine-system	Estrogen-signaling-pathway	NA	metabotropic glutamate receptor 1
K08556	NR3C3	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	progesterone receptor
K02649	PIK3R	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	phosphoinositide-3-kinase, regulatory subunit
K00922	PIK3C	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.1.153	phosphatidylinositol-4,5-bisphosphate 3-kinase
K04440	JNK	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.24	c-Jun N-terminal kinase
K04441	P38	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.24	p38 MAP kinase
K04630	GNAI	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	guanine nucleotide-binding protein G(i) subunit alpha
K08041	ADCY1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 1
K08042	ADCY2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 2
K08043	ADCY3	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 3
K08044	ADCY4	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 4
K08045	ADCY5	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 5
K08046	ADCY6	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 6
K08047	ADCY7	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 7
K08048	ADCY8	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 8
K08049	ADCY9	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	4.6.1.1	adenylate cyclase 9
K04345	PKA	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.11	protein kinase A
K02602	ORB	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	oo18 RNA-binding protein
K08694	SPDY	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	speedy
K02206	CDK2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.22	cyclin-dependent kinase 2
K02087	CDK1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.22	cyclin-dependent kinase 1
K06627	CCNA	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	cyclin A
K04367	MOS	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	proto-oncogene serine/threonine-protein kinase mos
K04079	htpG	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	molecular chaperone HtpG
K04368	MAP2K1	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.12.2	mitogen-activated protein kinase kinase 1
K04371	ERK1_2	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.24	extracellular signal-regulated kinase 1/2
K04373	RPS6KA	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	p90 ribosomal S6 kinase
K06633	PKMYT	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	2.7.11.1	membrane-associated tyrosine- and threonine-specific cdc2-inhibitory kinase
K05868	CCNB	Organismal-Systems	Endocrine-system	Progesterone-mediated-oocyte-maturation	NA	cyclin B
